SEASON_ID,GAME_ID,GAME_DATE,HOME_TEAM,PTS_HOME,MIN_HOME,FGM_HOME,FGA_HOME,FG_PCT_HOME,FG3M_HOME,FG3A_HOME,FG3_PCT_HOME,FTM_HOME,FTA_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,AWAY_TEAM,PTS_AWAY,MIN_AWAY,FGM_AWAY,FGA_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3A_AWAY,FG3_PCT_AWAY,FTM_AWAY,FTA_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY,WINNING_TEAM
22009,0020900651,2010-01-25,MIA,91,240,34,78,0.436,6,15,0.4,17,29,0.586,14,32,46,13,5,6,10,22,-1.0,CLE,92,239,33,73,0.452,7,22,0.318,19,28,0.679,10,31,41,14,4,2,13,21,1.0,CLE
22009,0020900653,2010-01-25,HOU,95,240,33,83,0.398,5,21,0.238,24,30,0.8,12,29,41,16,4,3,9,15,-7.0,ATL,102,239,39,82,0.476,9,24,0.375,15,19,0.789,11,34,45,13,5,7,12,24,7.0,ATL
22009,0020900649,2010-01-25,PHI,98,239,36,82,0.439,8,18,0.444,18,26,0.692,11,28,39,20,4,4,13,21,-11.0,IND,109,241,43,83,0.518,8,22,0.364,15,22,0.682,9,32,41,25,7,2,14,17,11.0,IND
22009,0020900654,2010-01-25,SAS,93,240,39,93,0.419,3,14,0.214,12,20,0.6,18,25,43,17,9,5,9,14,-5.0,CHI,98,242,42,78,0.538,5,11,0.455,9,12,0.75,9,35,44,18,6,9,17,15,5.0,CHI
22009,0020900652,2010-01-25,MEM,99,240,38,82,0.463,6,12,0.5,17,26,0.654,14,31,45,18,8,3,18,16,5.0,ORL,94,240,33,78,0.423,13,35,0.371,15,18,0.833,13,24,37,21,8,8,19,30,-5.0,MEM
22009,0020900656,2010-01-25,UTA,124,241,44,84,0.524,7,20,0.35,29,37,0.784,13,35,48,29,8,5,11,17,9.0,PHX,115,241,41,84,0.488,17,30,0.567,16,23,0.696,7,24,31,24,6,4,12,24,-9.0,UTA
22009,0020900658,2010-01-26,WAS,103,241,43,87,0.494,7,20,0.35,10,14,0.714,15,28,43,18,5,0,9,20,-12.0,LAL,115,240,44,75,0.587,9,22,0.409,18,22,0.818,4,29,33,23,6,5,9,13,12.0,LAL
22009,0020900659,2010-01-26,NYK,132,241,47,93,0.505,17,40,0.425,21,25,0.84,11,33,44,32,10,7,13,20,27.0,MIN,105,243,40,85,0.471,9,17,0.529,16,23,0.696,12,32,44,19,8,5,21,21,-27.0,NYK
22009,0020900660,2010-01-26,DAL,108,240,41,80,0.513,10,18,0.556,16,17,0.941,9,27,36,31,6,2,13,18,1.0,MIL,107,240,40,75,0.533,9,18,0.5,18,22,0.818,8,24,32,20,8,5,11,14,-1.0,DAL
22009,0020900662,2010-01-26,SAC,99,240,35,92,0.38,4,15,0.267,25,33,0.758,19,49,68,17,8,10,19,28,3.0,GSW,96,240,30,94,0.319,4,23,0.174,32,42,0.762,16,33,49,14,9,5,12,23,-3.0,SAC
22009,0020900668,2010-01-27,MIL,91,241,37,85,0.435,5,13,0.385,12,21,0.571,12,23,35,17,10,4,8,19,3.0,PHI,88,241,36,78,0.462,2,14,0.143,14,21,0.667,16,35,51,17,7,5,16,21,-3.0,MIL
22009,0020900669,2010-01-27,OKC,86,240,31,84,0.369,7,19,0.368,17,23,0.739,11,29,40,21,7,9,14,13,-10.0,CHI,96,240,41,90,0.456,6,17,0.353,8,8,1.0,14,39,53,20,8,7,16,18,10.0,CHI
22009,0020900671,2010-01-27,SAS,105,240,40,92,0.435,4,16,0.25,21,28,0.75,19,41,60,29,2,5,8,16,15.0,ATL,90,239,35,88,0.398,5,20,0.25,15,24,0.625,12,33,45,15,6,4,7,21,-15.0,SAS
22009,0020900663,2010-01-27,CLE,109,240,40,73,0.548,5,16,0.313,24,28,0.857,8,34,42,27,1,5,15,17,14.0,MIN,95,240,37,95,0.389,4,13,0.308,17,23,0.739,14,21,35,18,7,2,8,22,-14.0,CLE
22009,0020900670,2010-01-27,HOU,92,239,36,83,0.434,7,19,0.368,13,19,0.684,9,30,39,13,5,5,16,30,-5.0,DEN,97,240,32,72,0.444,4,17,0.235,29,39,0.744,8,38,46,7,11,3,16,27,5.0,DEN
22009,0020900672,2010-01-27,POR,95,239,33,92,0.359,5,24,0.208,24,28,0.857,19,19,38,16,11,3,9,28,-11.0,UTA,106,240,38,63,0.603,6,15,0.4,24,35,0.686,8,36,44,27,6,9,19,27,11.0,UTA
22009,0020900666,2010-01-27,DET,93,241,40,85,0.471,2,10,0.2,11,19,0.579,17,22,39,30,7,6,10,20,-6.0,MEM,99,239,34,77,0.442,5,8,0.625,26,28,0.929,13,31,44,20,6,3,12,20,6.0,MEM
22009,0020900664,2010-01-27,IND,96,238,39,93,0.419,7,28,0.25,11,14,0.786,11,31,42,22,6,3,11,24,-22.0,LAL,118,241,44,97,0.454,5,22,0.227,25,30,0.833,20,42,62,19,8,2,10,14,22.0,LAL
22009,0020900665,2010-01-27,TOR,111,239,46,81,0.568,4,10,0.4,15,22,0.682,11,35,46,28,5,2,14,16,8.0,MIA,103,240,40,90,0.444,5,22,0.227,18,21,0.857,12,23,35,17,11,4,7,18,-8.0,TOR
22009,0020900674,2010-01-28,NYK,104,241,38,87,0.437,7,23,0.304,21,24,0.875,9,32,41,23,10,4,13,19,-2.0,TOR,106,241,40,81,0.494,7,21,0.333,19,26,0.731,11,41,52,16,5,7,21,23,2.0,TOR
22009,0020900675,2010-01-28,ORL,96,239,32,73,0.438,6,20,0.3,26,40,0.65,17,30,47,8,4,7,16,19,2.0,BOS,94,239,35,74,0.473,12,26,0.462,12,18,0.667,6,26,32,22,7,4,14,30,-2.0,ORL
22009,0020900676,2010-01-28,PHX,112,240,40,73,0.548,9,15,0.6,23,31,0.742,9,28,37,23,3,3,15,19,6.0,DAL,106,239,41,82,0.5,5,16,0.313,19,23,0.826,8,26,34,21,6,5,9,26,-6.0,PHX
22009,0020900677,2010-01-29,IND,73,240,31,92,0.337,6,25,0.24,5,5,1.0,7,31,38,14,9,6,12,28,-21.0,CLE,94,241,32,69,0.464,7,22,0.318,23,44,0.523,9,52,61,19,6,11,20,12,21.0,CLE
22009,0020900678,2010-01-29,PHI,91,242,36,80,0.45,4,11,0.364,15,20,0.75,13,31,44,19,8,11,18,18,-8.0,LAL,99,240,37,81,0.457,3,15,0.2,22,27,0.815,9,27,36,18,13,8,10,17,8.0,LAL
22009,0020900679,2010-01-29,ATL,100,239,37,78,0.474,6,15,0.4,20,27,0.741,7,32,39,15,10,4,14,23,9.0,BOS,91,239,31,74,0.419,3,12,0.25,26,30,0.867,7,28,35,18,6,5,16,20,-9.0,ATL
22009,0020900687,2010-01-29,UTA,101,241,35,72,0.486,4,12,0.333,27,40,0.675,10,31,41,20,9,9,14,19,7.0,SAC,94,240,33,76,0.434,5,20,0.25,23,26,0.885,9,28,37,18,9,3,16,28,-7.0,UTA
22009,0020900680,2010-01-29,DET,65,240,26,66,0.394,1,4,0.25,12,19,0.632,7,18,25,13,7,3,12,17,-27.0,MIA,92,240,35,73,0.479,10,15,0.667,12,17,0.706,17,35,52,23,5,4,16,18,27.0,MIA
22009,0020900686,2010-01-29,SAS,104,241,42,87,0.483,8,19,0.421,12,18,0.667,13,25,38,26,7,5,14,17,7.0,MEM,97,241,37,73,0.507,4,9,0.444,19,23,0.826,5,27,32,20,8,6,14,20,-7.0,SAS
22009,0020900684,2010-01-29,OKC,101,241,42,81,0.519,5,9,0.556,12,18,0.667,10,29,39,24,8,4,11,21,17.0,DEN,84,240,27,67,0.403,10,21,0.476,20,22,0.909,4,27,31,17,7,4,22,22,-17.0,OKC
22009,0020900685,2010-01-29,HOU,104,240,35,75,0.467,5,18,0.278,29,43,0.674,11,31,42,15,6,2,11,20,4.0,POR,100,239,37,81,0.457,8,21,0.381,18,21,0.857,9,29,38,25,5,5,12,29,-4.0,HOU
22009,0020900692,2010-01-30,DAL,112,265,42,89,0.472,7,14,0.5,21,22,0.955,10,32,42,23,5,4,13,19,-2.0,POR,114,264,46,86,0.535,3,10,0.3,19,25,0.76,7,32,39,9,7,4,9,26,2.0,POR
22009,0020900689,2010-01-30,ORL,104,241,39,72,0.542,7,23,0.304,19,27,0.704,6,37,43,20,3,3,10,15,18.0,ATL,86,240,32,81,0.395,7,21,0.333,15,20,0.75,5,29,34,16,6,4,9,25,-18.0,ORL
22009,0020900691,2010-01-30,WAS,106,240,44,98,0.449,11,21,0.524,7,10,0.7,24,35,59,23,4,1,14,19,10.0,NYK,96,241,38,85,0.447,6,21,0.286,14,22,0.636,11,29,40,25,7,2,9,14,-10.0,WAS
22009,0020900693,2010-01-30,MIL,95,240,34,75,0.453,7,16,0.438,20,25,0.8,12,34,46,18,7,6,17,20,11.0,MIA,84,239,29,78,0.372,6,22,0.273,20,28,0.714,14,29,43,16,10,7,14,21,-11.0,MIL
22009,0020900696,2010-01-31,BOS,89,240,34,73,0.466,6,20,0.3,15,19,0.789,10,29,39,20,10,2,18,21,-1.0,LAL,90,239,35,73,0.479,4,14,0.286,16,22,0.727,8,28,36,17,8,6,15,19,1.0,LAL
22009,0020900698,2010-01-31,DET,86,240,31,79,0.392,5,16,0.313,19,25,0.76,12,31,43,20,3,3,11,25,-5.0,ORL,91,240,30,64,0.469,10,22,0.455,21,32,0.656,4,34,38,19,5,5,14,25,5.0,ORL
22009,0020900703,2010-01-31,OKC,112,241,39,76,0.513,4,10,0.4,30,41,0.732,14,31,45,17,11,4,18,21,8.0,GSW,104,241,37,79,0.468,6,13,0.462,24,29,0.828,9,22,31,25,9,4,18,25,-8.0,OKC
22009,0020900700,2010-01-31,TOR,117,241,50,83,0.602,7,16,0.438,10,16,0.625,8,36,44,32,5,3,14,15,15.0,IND,102,241,39,82,0.476,10,27,0.37,14,20,0.7,5,27,32,25,6,1,11,19,-15.0,TOR
22009,0020900702,2010-01-31,MIN,112,241,42,84,0.5,8,19,0.421,20,25,0.8,16,42,58,29,7,5,18,19,21.0,NYK,91,240,35,88,0.398,9,28,0.321,12,16,0.75,9,27,36,21,5,6,13,22,-21.0,MIN
22009,0020900701,2010-01-31,HOU,111,265,40,106,0.377,11,34,0.324,20,29,0.69,18,28,46,18,11,3,8,27,-4.0,PHX,115,266,40,83,0.482,3,14,0.214,32,35,0.914,9,46,55,26,4,11,16,26,4.0,PHX
22009,0020900695,2010-01-31,SAS,89,240,34,79,0.43,3,17,0.176,18,21,0.857,9,24,33,20,12,5,15,20,-14.0,DEN,103,241,37,69,0.536,9,12,0.75,20,25,0.8,7,34,41,22,10,2,19,21,14.0,DEN
22009,0020900708,2010-02-01,DEN,112,266,41,89,0.461,4,21,0.19,26,38,0.684,5,28,33,27,7,6,9,20,3.0,SAC,109,265,40,82,0.488,7,19,0.368,22,24,0.917,8,40,48,27,4,5,19,29,-3.0,DEN
22009,0020900705,2010-02-01,MIA,81,240,28,77,0.364,6,22,0.273,19,28,0.679,11,27,38,13,11,4,12,19,-16.0,MIL,97,241,37,73,0.507,5,16,0.313,18,22,0.818,9,38,47,22,7,4,14,23,16.0,MIL
22009,0020900704,2010-02-01,WAS,88,240,28,72,0.389,1,10,0.1,31,36,0.861,9,26,35,15,10,2,13,24,-11.0,BOS,99,240,34,62,0.548,3,8,0.375,28,36,0.778,4,35,39,24,6,6,16,23,11.0,BOS
22009,0020900709,2010-02-01,UTA,104,240,39,79,0.494,4,14,0.286,22,25,0.88,13,30,43,26,11,6,14,16,12.0,DAL,92,239,36,78,0.462,4,11,0.364,16,18,0.889,9,25,34,20,8,7,15,20,-12.0,UTA
22009,0020900706,2010-02-01,MEM,95,240,34,82,0.415,5,17,0.294,22,32,0.688,12,37,49,14,7,3,10,21,2.0,LAL,93,239,34,73,0.466,8,20,0.4,17,27,0.63,5,34,39,17,7,0,15,24,-2.0,MEM
22009,0020900716,2010-02-02,OKC,106,239,37,81,0.457,5,15,0.333,27,32,0.844,17,28,45,20,10,7,6,16,7.0,ATL,99,241,36,75,0.48,6,14,0.429,21,25,0.84,9,26,35,16,2,4,10,24,-7.0,OKC
22009,0020900717,2010-02-02,HOU,119,239,43,86,0.5,7,22,0.318,26,31,0.839,12,45,57,22,2,5,16,14,22.0,GSW,97,241,41,98,0.418,6,24,0.25,9,15,0.6,10,25,35,23,6,7,6,23,-22.0,HOU
22009,0020900712,2010-02-02,IND,130,240,44,84,0.524,9,24,0.375,33,35,0.943,9,37,46,24,6,7,14,27,15.0,TOR,115,240,41,92,0.446,8,20,0.4,25,34,0.735,14,32,46,27,2,5,16,28,-15.0,IND
22009,0020900713,2010-02-02,ORL,99,240,33,71,0.465,9,16,0.563,24,34,0.706,6,43,49,21,5,8,13,15,17.0,MIL,82,240,33,91,0.363,7,22,0.318,9,19,0.474,14,30,44,17,5,4,9,24,-17.0,ORL
22009,0020900711,2010-02-02,CLE,105,241,40,81,0.494,5,18,0.278,20,24,0.833,10,33,43,27,9,10,18,18,16.0,MEM,89,242,35,92,0.38,2,14,0.143,17,23,0.739,13,27,40,17,13,4,14,21,-16.0,CLE
22009,0020900719,2010-02-03,PHI,106,266,45,86,0.523,5,15,0.333,11,19,0.579,9,34,43,19,8,7,15,18,3.0,CHI,103,264,38,86,0.442,8,22,0.364,19,25,0.76,10,31,41,22,7,0,17,16,-3.0,PHI
22009,0020900722,2010-02-03,BOS,107,240,37,76,0.487,6,16,0.375,27,39,0.692,15,26,41,29,9,2,17,19,5.0,MIA,102,240,38,73,0.521,9,23,0.391,17,22,0.773,6,25,31,22,8,7,13,27,-5.0,BOS
22009,0020900724,2010-02-03,DAL,110,241,43,79,0.544,5,17,0.294,19,21,0.905,7,24,31,32,9,2,15,18,9.0,GSW,101,239,38,77,0.494,6,16,0.375,19,27,0.704,15,25,40,13,8,5,20,22,-9.0,DAL
22009,0020900728,2010-02-03,UTA,118,241,42,67,0.627,5,13,0.385,29,32,0.906,4,31,35,32,6,7,10,19,13.0,POR,105,242,37,87,0.425,8,19,0.421,23,28,0.821,16,22,38,17,7,1,8,23,-13.0,UTA
22009,0020900721,2010-02-03,NYK,107,239,46,88,0.523,9,18,0.5,6,8,0.75,14,33,47,21,10,1,10,8,22.0,WAS,85,242,37,77,0.481,5,20,0.25,6,7,0.857,4,27,31,13,8,7,14,13,-22.0,NYK
22009,0020900726,2010-02-03,SAC,113,240,45,86,0.523,9,22,0.409,14,19,0.737,11,23,34,18,8,5,12,23,-2.0,SAS,115,242,44,84,0.524,4,13,0.308,23,28,0.821,11,27,38,22,6,4,14,18,2.0,SAS
22009,0020900725,2010-02-03,DEN,97,238,35,79,0.443,4,14,0.286,23,33,0.697,8,31,39,18,10,5,9,15,-12.0,PHX,109,240,43,87,0.494,9,18,0.5,14,15,0.933,12,35,47,22,5,7,12,24,12.0,PHX
22009,0020900729,2010-02-04,CLE,102,240,34,70,0.486,5,20,0.25,29,36,0.806,11,32,43,16,9,7,14,16,16.0,MIA,86,241,36,87,0.414,4,17,0.235,10,14,0.714,15,25,40,21,8,4,13,23,-16.0,CLE
22009,0020900730,2010-02-04,POR,96,239,39,76,0.513,6,13,0.462,12,18,0.667,10,35,45,30,4,2,12,20,3.0,SAS,93,241,37,84,0.44,4,17,0.235,15,22,0.682,10,26,36,18,6,4,6,18,-3.0,POR
22009,0020900735,2010-02-05,ATL,91,240,39,88,0.443,8,18,0.444,5,11,0.455,14,30,44,21,5,2,8,21,10.0,CHI,81,239,33,76,0.434,0,10,0.0,15,20,0.75,9,31,40,15,3,3,14,10,-10.0,ATL
22009,0020900732,2010-02-05,ORL,91,241,32,83,0.386,7,22,0.318,20,25,0.8,8,33,41,16,9,3,11,21,-1.0,WAS,92,239,34,79,0.43,4,14,0.286,20,22,0.909,9,43,52,12,3,4,19,26,1.0,WAS
22009,0020900739,2010-02-05,SAC,102,240,36,81,0.444,3,13,0.231,27,40,0.675,14,28,42,10,4,3,11,28,-12.0,PHX,114,239,38,78,0.487,7,22,0.318,31,39,0.795,11,33,44,18,7,4,10,30,12.0,PHX
22009,0020900731,2010-02-05,IND,107,241,41,79,0.519,10,27,0.37,15,19,0.789,11,36,47,22,8,4,16,17,24.0,DET,83,238,34,87,0.391,4,13,0.308,11,14,0.786,14,28,42,10,10,5,12,18,-24.0,IND
22009,0020900740,2010-02-05,LAL,113,238,44,98,0.449,8,26,0.308,17,20,0.85,18,30,48,17,10,2,12,21,-13.0,DEN,126,239,48,84,0.571,15,22,0.682,15,21,0.714,8,33,41,25,9,4,13,21,13.0,DEN
22009,0020900736,2010-02-05,MEM,83,241,34,84,0.405,1,9,0.111,14,20,0.7,11,24,35,15,10,11,17,23,-18.0,HOU,101,241,39,89,0.438,7,25,0.28,16,21,0.762,19,31,50,20,9,9,14,19,18.0,HOU
22009,0020900738,2010-02-05,DAL,108,239,35,82,0.427,9,19,0.474,29,35,0.829,14,28,42,20,9,5,14,22,-9.0,MIN,117,241,44,83,0.53,12,22,0.545,17,20,0.85,7,33,40,26,5,3,16,24,9.0,MIN
22009,0020900734,2010-02-05,NYK,107,240,39,87,0.448,7,20,0.35,22,29,0.759,14,29,43,18,5,8,11,20,-7.0,MIL,114,241,44,92,0.478,10,24,0.417,16,20,0.8,12,33,45,21,6,4,11,23,7.0,MIL
22009,0020900746,2010-02-06,MIN,109,241,45,81,0.556,7,14,0.5,12,19,0.632,8,25,33,26,8,4,7,10,7.0,MEM,102,240,45,87,0.517,6,14,0.429,6,8,0.75,7,29,36,27,5,3,12,16,-7.0,MIN
22009,0020900750,2010-02-06,POR,82,240,31,71,0.437,5,18,0.278,15,19,0.789,2,28,30,20,5,3,9,18,-17.0,LAL,99,241,41,84,0.488,8,19,0.421,9,15,0.6,12,35,47,24,8,2,10,16,17.0,LAL
22009,0020900743,2010-02-06,CLE,113,240,44,80,0.55,11,22,0.5,14,17,0.824,8,25,33,22,7,3,13,10,7.0,NYK,106,239,41,78,0.526,12,27,0.444,12,12,1.0,6,27,33,27,6,4,13,15,-7.0,CLE
22009,0020900745,2010-02-06,CHI,95,240,33,82,0.402,1,8,0.125,28,35,0.8,8,33,41,16,9,7,8,16,4.0,MIA,91,240,34,82,0.415,7,21,0.333,16,19,0.842,12,40,52,19,6,8,17,23,-4.0,CHI
22009,0020900749,2010-02-06,UTA,116,241,40,81,0.494,5,17,0.294,31,40,0.775,11,27,38,27,10,8,12,26,10.0,DEN,106,243,37,83,0.446,4,16,0.25,28,34,0.824,10,29,39,14,7,8,20,29,-10.0,UTA
22009,0020900747,2010-02-06,HOU,95,240,34,83,0.41,9,25,0.36,18,24,0.75,15,26,41,17,6,4,14,19,-7.0,PHI,102,240,35,72,0.486,10,24,0.417,22,23,0.957,5,34,39,19,8,4,13,23,7.0,PHI
22009,0020900751,2010-02-06,GSW,95,240,37,88,0.42,8,23,0.348,13,21,0.619,12,36,48,23,7,3,22,22,-9.0,OKC,104,239,38,90,0.422,6,14,0.429,22,24,0.917,12,37,49,22,16,4,16,23,9.0,OKC
22009,0020900748,2010-02-06,MIL,93,239,34,79,0.43,9,26,0.346,16,21,0.762,10,33,43,21,11,2,12,16,12.0,IND,81,239,32,69,0.464,6,18,0.333,11,13,0.846,4,29,33,18,6,2,19,20,-12.0,MIL
22009,0020900754,2010-02-07,BOS,89,241,35,83,0.422,5,16,0.313,14,19,0.737,12,28,40,24,9,1,11,22,-7.0,ORL,96,239,31,67,0.463,11,22,0.5,23,29,0.793,6,32,38,17,2,7,15,19,7.0,ORL
22009,0020900753,2010-02-07,TOR,115,240,46,82,0.561,6,17,0.353,17,23,0.739,9,30,39,28,7,6,15,25,11.0,SAC,104,239,37,85,0.435,5,14,0.357,25,36,0.694,18,28,46,19,9,4,12,18,-11.0,TOR
22009,0020900757,2010-02-08,LAL,101,240,38,87,0.437,6,14,0.429,19,26,0.731,12,33,45,20,4,7,9,13,12.0,SAS,89,240,35,82,0.427,4,12,0.333,15,18,0.833,10,32,42,17,4,6,13,24,-12.0,LAL
22009,0020900756,2010-02-08,GSW,117,239,42,85,0.494,8,20,0.4,25,29,0.862,11,29,40,28,7,3,15,25,-10.0,DAL,127,240,37,71,0.521,12,22,0.545,41,46,0.891,6,33,39,33,8,1,16,19,10.0,DAL
22009,0020900764,2010-02-09,MEM,94,241,40,80,0.5,4,14,0.286,10,12,0.833,10,22,32,22,9,3,12,17,-14.0,ATL,108,239,41,74,0.554,7,16,0.438,19,25,0.76,10,27,37,25,10,3,15,17,14.0,ATL
22009,0020900767,2010-02-09,POR,77,240,31,77,0.403,3,20,0.15,12,14,0.857,12,35,47,18,6,3,22,20,-12.0,OKC,89,239,31,73,0.425,5,16,0.313,22,28,0.786,9,32,41,16,17,6,13,21,12.0,OKC
22009,0020900762,2010-02-09,MIA,99,240,41,79,0.519,7,15,0.467,10,13,0.769,4,42,46,27,9,8,9,21,33.0,HOU,66,240,26,86,0.302,4,18,0.222,10,15,0.667,14,33,47,8,2,1,16,15,-33.0,MIA
22009,0020900766,2010-02-09,DEN,127,239,48,79,0.608,11,18,0.611,20,23,0.87,10,37,47,28,9,2,16,19,36.0,DAL,91,240,29,76,0.382,7,21,0.333,26,28,0.929,6,22,28,16,9,1,15,17,-36.0,DEN
22009,0020900760,2010-02-09,IND,101,240,40,92,0.435,7,19,0.368,14,19,0.737,12,32,44,17,8,1,16,23,-8.0,CHI,109,239,41,81,0.506,4,13,0.308,23,33,0.697,7,37,44,16,11,5,15,16,8.0,CHI
22009,0020900763,2010-02-09,NYK,114,265,42,94,0.447,7,29,0.241,23,33,0.697,10,29,39,26,9,4,10,21,-4.0,SAC,118,266,45,96,0.469,7,19,0.368,21,28,0.75,18,41,59,21,6,2,15,24,4.0,SAC
22009,0020900765,2010-02-09,MIL,81,239,30,82,0.366,6,19,0.316,15,19,0.789,21,26,47,16,6,6,15,18,-12.0,DET,93,240,37,84,0.44,5,12,0.417,14,17,0.824,17,29,46,19,6,3,10,18,12.0,DET
22009,0020900761,2010-02-09,PHI,119,239,46,80,0.575,5,14,0.357,22,25,0.88,8,31,39,30,13,2,14,22,22.0,MIN,97,242,36,76,0.474,6,15,0.4,19,26,0.731,7,25,32,21,9,0,19,17,-22.0,PHI
22009,0020900770,2010-02-10,TOR,104,240,40,85,0.471,3,11,0.273,21,31,0.677,11,32,43,23,11,3,13,15,11.0,PHI,93,241,35,81,0.432,4,22,0.182,19,22,0.864,9,35,44,17,13,7,19,26,-11.0,TOR
22009,0020900771,2010-02-10,DET,97,241,35,86,0.407,3,11,0.273,24,27,0.889,15,26,41,20,11,4,12,18,-6.0,SAC,103,240,39,76,0.513,7,15,0.467,18,23,0.783,11,30,41,25,8,7,17,23,6.0,SAC
22009,0020900776,2010-02-10,PHX,101,241,39,83,0.47,8,22,0.364,15,19,0.789,9,26,35,21,4,1,15,18,-7.0,POR,108,242,45,77,0.584,3,9,0.333,15,19,0.789,6,29,35,21,10,8,11,19,7.0,POR
22009,0020900769,2010-02-10,ATL,76,240,27,72,0.375,4,19,0.211,18,25,0.72,12,23,35,20,8,4,14,13,-18.0,MIA,94,239,41,81,0.506,5,16,0.313,7,11,0.636,13,30,43,23,6,5,10,18,18.0,MIA
22009,0020900773,2010-02-10,CHI,87,239,32,87,0.368,4,19,0.211,19,23,0.826,10,31,41,18,7,4,13,17,-20.0,ORL,107,240,37,79,0.468,12,32,0.375,21,25,0.84,8,43,51,22,7,6,17,20,20.0,ORL
22009,0020900777,2010-02-10,UTA,81,241,33,75,0.44,2,13,0.154,13,25,0.52,9,28,37,19,10,6,16,19,-15.0,LAL,96,241,36,77,0.468,5,13,0.385,19,24,0.792,9,34,43,19,9,7,17,22,15.0,LAL
22009,0020900779,2010-02-11,CLE,115,240,44,84,0.524,9,20,0.45,18,25,0.72,11,29,40,28,6,2,6,23,9.0,ORL,106,240,36,75,0.48,10,26,0.385,24,31,0.774,8,28,36,18,4,4,13,20,-9.0,CLE
22009,0020900780,2010-02-11,DEN,92,241,31,79,0.392,3,19,0.158,27,36,0.75,10,22,32,19,6,6,15,23,-19.0,SAS,111,240,41,77,0.532,9,19,0.474,20,30,0.667,12,33,45,24,8,3,17,29,19.0,SAS
22009,0020900782,2010-02-16,PHI,78,240,33,87,0.379,1,12,0.083,11,17,0.647,12,25,37,19,10,5,6,15,-27.0,MIA,105,240,42,82,0.512,5,12,0.417,16,20,0.8,13,39,52,26,4,7,13,17,27.0,MIA
22009,0020900784,2010-02-16,CHI,118,240,52,86,0.605,5,13,0.385,9,13,0.692,5,44,49,30,10,9,10,18,33.0,NYK,85,240,28,81,0.346,7,25,0.28,22,28,0.786,11,27,38,13,8,3,14,13,-33.0,CHI
22009,0020900786,2010-02-16,OKC,99,240,35,82,0.427,7,17,0.412,22,30,0.733,9,42,51,22,4,10,9,18,13.0,DAL,86,240,30,93,0.323,7,21,0.333,19,23,0.826,15,38,53,21,4,7,12,21,-13.0,OKC
22009,0020900789,2010-02-16,SAC,92,241,32,84,0.381,9,20,0.45,19,30,0.633,11,37,48,21,6,11,12,23,-3.0,BOS,95,241,30,80,0.375,9,23,0.391,26,31,0.839,8,37,45,19,7,7,13,23,3.0,BOS
22009,0020900785,2010-02-16,MEM,95,240,32,90,0.356,8,19,0.421,23,37,0.622,15,31,46,17,9,3,11,23,-14.0,PHX,109,239,41,82,0.5,6,13,0.462,21,29,0.724,10,40,50,26,7,9,13,26,14.0,PHX
22009,0020900783,2010-02-16,DET,108,239,46,86,0.535,4,18,0.222,12,21,0.571,10,34,44,37,10,4,11,27,23.0,MIN,85,241,31,70,0.443,3,13,0.231,20,33,0.606,8,30,38,21,6,1,17,19,-23.0,DET
22009,0020900787,2010-02-16,HOU,95,240,32,79,0.405,11,26,0.423,20,22,0.909,11,27,38,25,12,5,23,25,-9.0,UTA,104,240,41,79,0.519,2,10,0.2,20,24,0.833,10,33,43,30,11,10,20,22,9.0,UTA
22009,0020900790,2010-02-16,LAL,104,238,38,85,0.447,6,22,0.273,22,31,0.71,11,42,53,21,8,3,19,20,10.0,GSW,94,240,35,84,0.417,10,27,0.37,14,19,0.737,3,33,36,24,8,3,17,25,-10.0,LAL
22009,0020900792,2010-02-17,ORL,116,240,42,82,0.512,10,29,0.345,22,26,0.846,9,31,40,26,6,9,11,18,25.0,DET,91,238,34,80,0.425,3,9,0.333,20,2
