0 | 0 | SYN | 35 | 2022-11-21 14:52:01.667672
63913 | 1234 | ACK | 35 | 2022-11-21 14:52:01.668458
63913 | 46678 | DATA | 39 | 2022-11-21 14:52:01.668611
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:02.171362
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:02.675278
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:03.181494
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:03.686219
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:04.191342
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:04.692417
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:05.195342
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:05.699482
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:06.203022
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:06.706663
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:07.211369
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:07.716675
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:08.221268
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:08.722669
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:09.227513
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:09.732462
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:10.237135
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:10.739912
0 | 0 | SYN | 35 | 2022-11-21 14:52:11.069361
62150 | 1234 | ACK | 35 | 2022-11-21 14:52:11.070016
62150 | 50241 | DATA | 39 | 2022-11-21 14:52:11.070185
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:11.242713
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:11.573432
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:11.747493
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:12.075354
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:12.251559
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:12.580899
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:12.757254
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:13.085060
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:13.259461
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:13.587541
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:13.765513
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:14.092791
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:14.268578
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:14.595477
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:14.774486
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:15.101979
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:15.281318
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:15.608820
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:15.787480
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:16.115530
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:16.291713
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:16.621371
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:16.805963
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:17.128168
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:17.312463
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:17.633691
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:17.815494
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:18.139559
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:18.319780
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:18.642795
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:18.821297
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:19.147440
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:19.323518
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:19.651097
57314 | 46678 | DATA | 39 | 2022-11-21 14:52:19.829770
57314 | 46678 | FIN | 35 | 2022-11-21 14:52:20.047369
57314 | 46678 | ACK | 35 | 2022-11-21 14:52:20.048261
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:20.156838
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:20.659867
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:21.163562
62906 | 50241 | DATA | 39 | 2022-11-21 14:52:21.668921
62906 | 50241 | FIN | 35 | 2022-11-21 14:52:22.097832
62906 | 50241 | ACK | 35 | 2022-11-21 14:52:22.098752
